Rank 1000: HP: 1216, STR: 564177, VIT: 363, SPD: 80, LUK: 1, Attack: 651838, Defense: 84167, Current HP: 1216, A Avg: 1733889, D Avg: 84167, [Neural Edge(190)[630, 630, 630], Iron Shield(204)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 973: HP: 1876, STR: 564544, VIT: 806, SPD: 80, LUK: 1, Attack: 652205, Defense: 86424, Current HP: 1876, A Avg: 1734865, D Avg: 86424, [Neural Edge(190)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 972: HP: 1588, STR: 564548, VIT: 1035, SPD: 80, LUK: 1, Attack: 652209, Defense: 85873, Current HP: 1588, A Avg: 1734875, D Avg: 85873, [Neural Edge(190)[630, 630, 630], Bulletproof Shield(235)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 971: HP: 1776, STR: 564584, VIT: 693, SPD: 80, LUK: 1, Attack: 652245, Defense: 85557, Current HP: 1776, A Avg: 1734971, D Avg: 85557, [Neural Edge(190)[630, 630, 630], Dragon's Head(217)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 970: HP: 1700, STR: 564584, VIT: 737, SPD: 85, LUK: 1, Attack: 652245, Defense: 85159, Current HP: 1700, A Avg: 1734971, D Avg: 85159, [Neural Edge(190)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 969: HP: 1776, STR: 564728, VIT: 1118, SPD: 80, LUK: 1, Attack: 652389, Defense: 87919, Current HP: 1776, A Avg: 1735354, D Avg: 87919, [Neural Edge(190)[630, 630, 630], Riot(236)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 968: HP: 1254, STR: 565236, VIT: 848, SPD: 80, LUK: 1, Attack: 652897, Defense: 85439, Current HP: 1254, A Avg: 1736706, D Avg: 85439, [Neural Edge(190)[630, 630, 630], Black Hole(229)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 967: HP: 1719, STR: 565236, VIT: 926, SPD: 80, LUK: 1, Attack: 652897, Defense: 87844, Current HP: 1719, A Avg: 1736706, D Avg: 87844, [Neural Edge(190)[630, 630, 630], White Hole(230)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 966: HP: 2500, STR: 565239, VIT: 896, SPD: 80, LUK: 1, Attack: 652900, Defense: 87008, Current HP: 2500, A Avg: 1736713, D Avg: 87008, [Neural Edge(190)[630, 630, 630], Goblin Hand(250)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 965: HP: 1596, STR: 565275, VIT: 1021, SPD: 80, LUK: 1, Attack: 652936, Defense: 86015, Current HP: 1596, A Avg: 1736809, D Avg: 86015, [Neural Edge(190)[630, 630, 630], Metalization(228)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 964: HP: 1216, STR: 566132, VIT: 329, SPD: 85, LUK: 1, Attack: 653793, Defense: 84465, Current HP: 1216, A Avg: 1739089, D Avg: 84465, [Neural Edge(190)[630, 630, 630], Magnum(237)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 963: HP: 1216, STR: 566668, VIT: 329, SPD: 85, LUK: 1, Attack: 654329, Defense: 84673, Current HP: 1216, A Avg: 1740515, D Avg: 84673, [Neural Edge(190)[630, 630, 630], V Magnum(238)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 962: HP: 2337, STR: 568263, VIT: 329, SPD: 85, LUK: 1, Attack: 655924, Defense: 87117, Current HP: 2337, A Avg: 1744757, D Avg: 87117, [Neural Edge(190)[630, 630, 630], C Magnum(239)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 961: HP: 1653, STR: 572138, VIT: 1700, SPD: 80, LUK: 1, Attack: 656014, Defense: 89268, Current HP: 1653, A Avg: 1744997, D Avg: 89268, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 960: HP: 1558, STR: 572138, VIT: 1684, SPD: 80, LUK: 1, Attack: 656014, Defense: 89252, Current HP: 1558, A Avg: 1744997, D Avg: 89252, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 959: HP: 1653, STR: 572138, VIT: 1857, SPD: 80, LUK: 1, Attack: 656014, Defense: 89425, Current HP: 1653, A Avg: 1744997, D Avg: 89425, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 958: HP: 1653, STR: 572138, VIT: 1700, SPD: 80, LUK: 1, Attack: 656014, Defense: 89268, Current HP: 1653, A Avg: 1744997, D Avg: 89268, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 957: HP: 1558, STR: 572286, VIT: 1748, SPD: 80, LUK: 1, Attack: 656162, Defense: 89316, Current HP: 1558, A Avg: 1745390, D Avg: 89316, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 956: HP: 1558, STR: 572286, VIT: 1748, SPD: 80, LUK: 1, Attack: 656162, Defense: 89316, Current HP: 1558, A Avg: 1745390, D Avg: 89316, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 955: HP: 1786, STR: 572608, VIT: 1904, SPD: 80, LUK: 1, Attack: 656484, Defense: 89472, Current HP: 1786, A Avg: 1746247, D Avg: 89472, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 954: HP: 1653, STR: 572338, VIT: 1700, SPD: 80, LUK: 1, Attack: 656487, Defense: 89268, Current HP: 1653, A Avg: 1746255, D Avg: 89268, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 953: HP: 1558, STR: 572338, VIT: 1684, SPD: 80, LUK: 1, Attack: 656487, Defense: 89252, Current HP: 1558, A Avg: 1746255, D Avg: 89252, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 952: HP: 1653, STR: 572338, VIT: 1857, SPD: 80, LUK: 1, Attack: 656487, Defense: 89425, Current HP: 1653, A Avg: 1746255, D Avg: 89425, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 951: HP: 1653, STR: 572338, VIT: 1700, SPD: 80, LUK: 1, Attack: 656487, Defense: 89268, Current HP: 1653, A Avg: 1746255, D Avg: 89268, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 950: HP: 1558, STR: 572486, VIT: 1748, SPD: 80, LUK: 1, Attack: 656635, Defense: 89316, Current HP: 1558, A Avg: 1746649, D Avg: 89316, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 949: HP: 1558, STR: 572486, VIT: 1748, SPD: 80, LUK: 1, Attack: 656635, Defense: 89316, Current HP: 1558, A Avg: 1746649, D Avg: 89316, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 948: HP: 1786, STR: 572808, VIT: 1904, SPD: 80, LUK: 1, Attack: 656957, Defense: 89472, Current HP: 1786, A Avg: 1747505, D Avg: 89472, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 947: HP: 2489, STR: 573877, VIT: 2452, SPD: 95, LUK: 1, Attack: 657753, Defense: 90020, Current HP: 2489, A Avg: 1749622, D Avg: 90020, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 946: HP: 1770, STR: 778352, VIT: 268, SPD: 80, LUK: 1, Attack: 862078, Defense: 84196, Current HP: 1770, A Avg: 1750018, D Avg: 84196, [Wooden Stick(101)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 945: HP: 1770, STR: 778352, VIT: 268, SPD: 80, LUK: 1, Attack: 862117, Defense: 84196, Current HP: 1770, A Avg: 1750097, D Avg: 84196, [Club(102)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 944: HP: 1040, STR: 778352, VIT: 174, SPD: 80, LUK: 1, Attack: 862120, Defense: 83907, Current HP: 1040, A Avg: 1750103, D Avg: 83907, [Decorative Swords(109)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 943: HP: 1064, STR: 778363, VIT: 277, SPD: 80, LUK: 1, Attack: 862135, Defense: 84205, Current HP: 1064, A Avg: 1750134, D Avg: 84205, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 942: HP: 2441, STR: 573870, VIT: 1286, SPD: 95, LUK: 1, Attack: 657980, Defense: 85292, Current HP: 2441, A Avg: 1750226, D Avg: 85292, [Serpent(144)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 941: HP: 2422, STR: 573870, VIT: 5041, SPD: 95, LUK: 1, Attack: 657980, Defense: 90711, Current HP: 2422, A Avg: 1750226, D Avg: 90711, [Serpent(144)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 940: HP: 1064, STR: 778546, VIT: 277, SPD: 80, LUK: 1, Attack: 862357, Defense: 84205, Current HP: 1064, A Avg: 1750584, D Avg: 84205, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 939: HP: 1064, STR: 778604, VIT: 192, SPD: 80, LUK: 1, Attack: 862376, Defense: 84120, Current HP: 1064, A Avg: 1750623, D Avg: 84120, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 938: HP: 1083, STR: 778667, VIT: 384, SPD: 80, LUK: 1, Attack: 862439, Defense: 84247, Current HP: 1083, A Avg: 1750751, D Avg: 84247, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 937: HP: 2646, STR: 574088, VIT: 1286, SPD: 95, LUK: 1, Attack: 658198, Defense: 85786, Current HP: 2646, A Avg: 1750806, D Avg: 85786, [Serpent(144)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 936: HP: 988, STR: 778705, VIT: 268, SPD: 80, LUK: 1, Attack: 862477, Defense: 84131, Current HP: 988, A Avg: 1750828, D Avg: 84131, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 935: HP: 2489, STR: 574077, VIT: 2452, SPD: 95, LUK: 1, Attack: 658226, Defense: 90020, Current HP: 2489, A Avg: 1750881, D Avg: 90020, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 934: HP: 1780, STR: 778528, VIT: 268, SPD: 80, LUK: 1, Attack: 862521, Defense: 84196, Current HP: 1780, A Avg: 1750917, D Avg: 84196, [Sword of Wood(124)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 933: HP: 1476, STR: 778730, VIT: 897, SPD: 85, LUK: 1, Attack: 862528, Defense: 86775, Current HP: 1476, A Avg: 1750931, D Avg: 86775, [Ninja(135)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 932: HP: 1476, STR: 778723, VIT: 2521, SPD: 80, LUK: 1, Attack: 862539, Defense: 89309, Current HP: 1476, A Avg: 1750954, D Avg: 89309, [Hand Axe(140)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 931: HP: 1976, STR: 778705, VIT: 601, SPD: 80, LUK: 1, Attack: 862561, Defense: 84438, Current HP: 1976, A Avg: 1750998, D Avg: 84438, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 930: HP: 1460, STR: 778723, VIT: 808, SPD: 80, LUK: 1, Attack: 862612, Defense: 87843, Current HP: 1460, A Avg: 1751102, D Avg: 87843, [Iron Lumps(108)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 929: HP: 1064, STR: 778818, VIT: 192, SPD: 80, LUK: 1, Attack: 862629, Defense: 84120, Current HP: 1064, A Avg: 1751136, D Avg: 84120, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 928: HP: 2992, STR: 574240, VIT: 2617, SPD: 95, LUK: 1, Attack: 658350, Defense: 90185, Current HP: 2992, A Avg: 1751210, D Avg: 90185, [Serpent(144)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 927: HP: 1567, STR: 778939, VIT: 953, SPD: 80, LUK: 1, Attack: 862714, Defense: 87754, Current HP: 1567, A Avg: 1751309, D Avg: 87754, [Peacemaker(131)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 926: HP: 1073, STR: 778723, VIT: 277, SPD: 80, LUK: 1, Attack: 862722, Defense: 84205, Current HP: 1073, A Avg: 1751325, D Avg: 84205, [Greatsword(127)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 925: HP: 1478, STR: 778723, VIT: 2524, SPD: 80, LUK: 1, Attack: 862729, Defense: 89312, Current HP: 1478, A Avg: 1751339, D Avg: 89312, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 924: HP: 1552, STR: 778899, VIT: 977, SPD: 85, LUK: 1, Attack: 862801, Defense: 86855, Current HP: 1552, A Avg: 1751486, D Avg: 86855, [Crossed Shuriken(136)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 923: HP: 1605, STR: 778903, VIT: 953, SPD: 80, LUK: 1, Attack: 862805, Defense: 87754, Current HP: 1605, A Avg: 1751494, D Avg: 87754, [Daydream(132)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 922: HP: 1976, STR: 779003, VIT: 516, SPD: 80, LUK: 1, Attack: 862859, Defense: 84353, Current HP: 1976, A Avg: 1751603, D Avg: 84353, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 921: HP: 1567, STR: 778906, VIT: 1080, SPD: 80, LUK: 1, Attack: 862873, Defense: 87920, Current HP: 1567, A Avg: 1751632, D Avg: 87920, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 920: HP: 1460, STR: 778899, VIT: 808, SPD: 80, LUK: 1, Attack: 862905, Defense: 87843, Current HP: 1460, A Avg: 1751697, D Avg: 87843, [Great Iron Mass(122)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 919: HP: 1478, STR: 779024, VIT: 2439, SPD: 80, LUK: 1, Attack: 863030, Defense: 89227, Current HP: 1478, A Avg: 1751950, D Avg: 89227, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 918: HP: 2441, STR: 574524, VIT: 1208, SPD: 95, LUK: 1, Attack: 658634, Defense: 85071, Current HP: 2441, A Avg: 1751966, D Avg: 85071, [Serpent(144)[630, 630, 630], Small Sword(218)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 917: HP: 3819, STR: 779252, VIT: 601, SPD: 80, LUK: 1, Attack: 863193, Defense: 86518, Current HP: 3819, A Avg: 1752281, D Avg: 86518, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 916: HP: 1567, STR: 779238, VIT: 1000, SPD: 80, LUK: 1, Attack: 863205, Defense: 87840, Current HP: 1567, A Avg: 1752306, D Avg: 87840, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 915: HP: 3914, STR: 779305, VIT: 717, SPD: 80, LUK: 1, Attack: 863246, Defense: 86634, Current HP: 3914, A Avg: 1752389, D Avg: 86634, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 914: HP: 1605, STR: 779079, VIT: 1203, SPD: 80, LUK: 1, Attack: 863267, Defense: 88004, Current HP: 1605, A Avg: 1752432, D Avg: 88004, [Cagliostro(133)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 913: HP: 2255, STR: 779093, VIT: 268, SPD: 80, LUK: 1, Attack: 863281, Defense: 84196, Current HP: 2255, A Avg: 1752460, D Avg: 84196, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 912: HP: 1582, STR: 778910, VIT: 1070, SPD: 80, LUK: 1, Attack: 863332, Defense: 87910, Current HP: 1582, A Avg: 1752563, D Avg: 87910, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 911: HP: 1493, STR: 779248, VIT: 617, SPD: 80, LUK: 1, Attack: 863358, Defense: 84545, Current HP: 1493, A Avg: 1752616, D Avg: 84545, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 910: HP: 1282, STR: 779255, VIT: 1057, SPD: 85, LUK: 1, Attack: 863365, Defense: 86935, Current HP: 1282, A Avg: 1752630, D Avg: 86935, [Windmill(137)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 909: HP: 2020, STR: 779057, VIT: 1214, SPD: 80, LUK: 1, Attack: 863375, Defense: 88002, Current HP: 2020, A Avg: 1752651, D Avg: 88002, [Ruby Knuckle(151)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 908: HP: 2443, STR: 573266, VIT: 1161, SPD: 80, LUK: 1, Attack: 658910, Defense: 85661, Current HP: 2443, A Avg: 1752700, D Avg: 85661, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 907: HP: 2348, STR: 573266, VIT: 1145, SPD: 80, LUK: 1, Attack: 658910, Defense: 85645, Current HP: 2348, A Avg: 1752700, D Avg: 85645, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 906: HP: 2443, STR: 573266, VIT: 1318, SPD: 80, LUK: 1, Attack: 658910, Defense: 85818, Current HP: 2443, A Avg: 1752700, D Avg: 85818, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 905: HP: 2443, STR: 573266, VIT: 1161, SPD: 80, LUK: 1, Attack: 658910, Defense: 85661, Current HP: 2443, A Avg: 1752700, D Avg: 85661, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
