Rank 1000: HP: 1540, STR: 689837, VIT: 1218, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85237, Current HP: 1540, A Avg: 9685765, D Avg: 119331, [Impulse[166, 630, 630, 630], Prism Shield[212, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 989: HP: 1368, STR: 689837, VIT: 1087, SPD: 47, LUK: 1, Attack: 1162757, Defense: 87876, Current HP: 1368, A Avg: 9685765, D Avg: 123026, [Impulse[166, 630, 630, 630], Graffiti[243, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 988: HP: 1368, STR: 689837, VIT: 2290, SPD: 47, LUK: 1, Attack: 1162757, Defense: 92068, Current HP: 1368, A Avg: 9685765, D Avg: 128895, [Impulse[166, 630, 630, 630], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 987: HP: 1843, STR: 689837, VIT: 2934, SPD: 47, LUK: 1, Attack: 1162757, Defense: 89722, Current HP: 1843, A Avg: 9685765, D Avg: 125610, [Impulse[166, 630, 630, 630], Golem Shield[245, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 986: HP: 1653, STR: 689837, VIT: 1589, SPD: 51, LUK: 1, Attack: 1162757, Defense: 87467, Current HP: 1653, A Avg: 9685765, D Avg: 122453, [Impulse[166, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 985: HP: 2257, STR: 689837, VIT: 1626, SPD: 47, LUK: 1, Attack: 1162757, Defense: 87842, Current HP: 2257, A Avg: 9685765, D Avg: 122978, [Impulse[166, 630, 630, 630], King Shield[248, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 984: HP: 1840, STR: 689837, VIT: 1743, SPD: 47, LUK: 1, Attack: 1162757, Defense: 88778, Current HP: 1840, A Avg: 9685765, D Avg: 124289, [Impulse[166, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 983: HP: 1440, STR: 689837, VIT: 1809, SPD: 47, LUK: 1, Attack: 1162757, Defense: 88857, Current HP: 1440, A Avg: 9685765, D Avg: 124399, [Impulse[166, 630, 630, 630], Ghost shield[251, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 982: HP: 1440, STR: 689837, VIT: 1087, SPD: 47, LUK: 1, Attack: 1162757, Defense: 84810, Current HP: 1440, A Avg: 9685765, D Avg: 118733, [Impulse[166, 630, 630, 630], Pot Lid[201, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 981: HP: 1440, STR: 689837, VIT: 1087, SPD: 47, LUK: 1, Attack: 1162757, Defense: 84820, Current HP: 1440, A Avg: 9685765, D Avg: 118747, [Impulse[166, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 980: HP: 1368, STR: 689837, VIT: 1150, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85019, Current HP: 1368, A Avg: 9685765, D Avg: 119026, [Impulse[166, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 979: HP: 1368, STR: 689837, VIT: 1157, SPD: 47, LUK: 1, Attack: 1162757, Defense: 84961, Current HP: 1368, A Avg: 9685765, D Avg: 118945, [Impulse[166, 630, 630, 630], Iron Shield[204, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 978: HP: 1368, STR: 689837, VIT: 1202, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85065, Current HP: 1368, A Avg: 9685765, D Avg: 119090, [Impulse[166, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 977: HP: 1368, STR: 689837, VIT: 1224, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85113, Current HP: 1368, A Avg: 9685765, D Avg: 119158, [Impulse[166, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 976: HP: 1440, STR: 689837, VIT: 1218, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85094, Current HP: 1440, A Avg: 9685765, D Avg: 119131, [Impulse[166, 630, 630, 630], Magic Shield[207, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 975: HP: 1662, STR: 689837, VIT: 1328, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85165, Current HP: 1662, A Avg: 9685765, D Avg: 119230, [Impulse[166, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 974: HP: 1500, STR: 689837, VIT: 1157, SPD: 47, LUK: 1, Attack: 1162757, Defense: 84929, Current HP: 1500, A Avg: 9685765, D Avg: 118900, [Impulse[166, 630, 630, 630], Clear Shield[211, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 973: HP: 1540, STR: 689837, VIT: 1218, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85237, Current HP: 1540, A Avg: 9685765, D Avg: 119331, [Impulse[166, 630, 630, 630], Prism Shield[212, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 972: HP: 1444, STR: 689837, VIT: 1213, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85141, Current HP: 1444, A Avg: 9685765, D Avg: 119197, [Impulse[166, 630, 630, 630], Tower Shield[213, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 971: HP: 1946, STR: 689837, VIT: 1408, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85970, Current HP: 1946, A Avg: 9685765, D Avg: 120357, [Impulse[166, 630, 630, 630], Slime Shield[221, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 970: HP: 1846, STR: 689837, VIT: 1202, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85130, Current HP: 1846, A Avg: 9685765, D Avg: 119181, [Impulse[166, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 969: HP: 1440, STR: 689837, VIT: 1819, SPD: 47, LUK: 1, Attack: 1162757, Defense: 88607, Current HP: 1440, A Avg: 9685765, D Avg: 124049, [Impulse[166, 630, 630, 630], Energy Shield[227, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 968: HP: 3144, STR: 689837, VIT: 1139, SPD: 47, LUK: 1, Attack: 1162757, Defense: 87056, Current HP: 3144, A Avg: 9685765, D Avg: 121878, [Impulse[166, 630, 630, 630], Frying Pan[231, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 967: HP: 2144, STR: 689837, VIT: 1489, SPD: 47, LUK: 1, Attack: 1162757, Defense: 86223, Current HP: 2144, A Avg: 9685765, D Avg: 120712, [Impulse[166, 630, 630, 630], Slafield[232, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 966: HP: 1870, STR: 689837, VIT: 1408, SPD: 47, LUK: 1, Attack: 1162757, Defense: 86883, Current HP: 1870, A Avg: 9685765, D Avg: 121636, [Impulse[166, 630, 630, 630], Mist Shield[233, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 965: HP: 1558, STR: 689837, VIT: 1770, SPD: 47, LUK: 1, Attack: 1162757, Defense: 86738, Current HP: 1558, A Avg: 9685765, D Avg: 121433, [Impulse[166, 630, 630, 630], Huge Shield[234, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 964: HP: 1482, STR: 689837, VIT: 1834, SPD: 47, LUK: 1, Attack: 1162757, Defense: 88674, Current HP: 1482, A Avg: 9685765, D Avg: 124143, [Impulse[166, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 963: HP: 2310, STR: 689837, VIT: 1628, SPD: 47, LUK: 1, Attack: 1162757, Defense: 89053, Current HP: 2310, A Avg: 9685765, D Avg: 124674, [Impulse[166, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 962: HP: 1368, STR: 689837, VIT: 1087, SPD: 47, LUK: 1, Attack: 1162757, Defense: 87876, Current HP: 1368, A Avg: 9685765, D Avg: 123026, [Impulse[166, 630, 630, 630], Graffiti[243, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 961: HP: 1368, STR: 689837, VIT: 2290, SPD: 47, LUK: 1, Attack: 1162757, Defense: 92068, Current HP: 1368, A Avg: 9685765, D Avg: 128895, [Impulse[166, 630, 630, 630], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 960: HP: 1843, STR: 689837, VIT: 2934, SPD: 47, LUK: 1, Attack: 1162757, Defense: 89722, Current HP: 1843, A Avg: 9685765, D Avg: 125610, [Impulse[166, 630, 630, 630], Golem Shield[245, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 959: HP: 1653, STR: 689837, VIT: 1589, SPD: 51, LUK: 1, Attack: 1162757, Defense: 87467, Current HP: 1653, A Avg: 9685765, D Avg: 122453, [Impulse[166, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 958: HP: 2257, STR: 689837, VIT: 1626, SPD: 47, LUK: 1, Attack: 1162757, Defense: 87842, Current HP: 2257, A Avg: 9685765, D Avg: 122978, [Impulse[166, 630, 630, 630], King Shield[248, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 957: HP: 1840, STR: 689837, VIT: 1743, SPD: 47, LUK: 1, Attack: 1162757, Defense: 88778, Current HP: 1840, A Avg: 9685765, D Avg: 124289, [Impulse[166, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 956: HP: 1440, STR: 689837, VIT: 1809, SPD: 47, LUK: 1, Attack: 1162757, Defense: 88857, Current HP: 1440, A Avg: 9685765, D Avg: 124399, [Impulse[166, 630, 630, 630], Ghost shield[251, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 955: HP: 1440, STR: 689837, VIT: 1087, SPD: 47, LUK: 1, Attack: 1162757, Defense: 84810, Current HP: 1440, A Avg: 9685765, D Avg: 118733, [Impulse[166, 630, 630, 630], Pot Lid[201, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 954: HP: 1440, STR: 689837, VIT: 1087, SPD: 47, LUK: 1, Attack: 1162757, Defense: 84820, Current HP: 1440, A Avg: 9685765, D Avg: 118747, [Impulse[166, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 953: HP: 1368, STR: 689837, VIT: 1150, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85019, Current HP: 1368, A Avg: 9685765, D Avg: 119026, [Impulse[166, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 952: HP: 1368, STR: 689837, VIT: 1157, SPD: 47, LUK: 1, Attack: 1162757, Defense: 84961, Current HP: 1368, A Avg: 9685765, D Avg: 118945, [Impulse[166, 630, 630, 630], Iron Shield[204, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 951: HP: 1368, STR: 689837, VIT: 1202, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85065, Current HP: 1368, A Avg: 9685765, D Avg: 119090, [Impulse[166, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 950: HP: 1368, STR: 689837, VIT: 1224, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85113, Current HP: 1368, A Avg: 9685765, D Avg: 119158, [Impulse[166, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 949: HP: 1440, STR: 689837, VIT: 1218, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85094, Current HP: 1440, A Avg: 9685765, D Avg: 119131, [Impulse[166, 630, 630, 630], Magic Shield[207, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 948: HP: 1662, STR: 689837, VIT: 1328, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85165, Current HP: 1662, A Avg: 9685765, D Avg: 119230, [Impulse[166, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 947: HP: 1500, STR: 689837, VIT: 1157, SPD: 47, LUK: 1, Attack: 1162757, Defense: 84929, Current HP: 1500, A Avg: 9685765, D Avg: 118900, [Impulse[166, 630, 630, 630], Clear Shield[211, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 946: HP: 1540, STR: 689837, VIT: 1218, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85237, Current HP: 1540, A Avg: 9685765, D Avg: 119331, [Impulse[166, 630, 630, 630], Prism Shield[212, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 945: HP: 1444, STR: 689837, VIT: 1213, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85141, Current HP: 1444, A Avg: 9685765, D Avg: 119197, [Impulse[166, 630, 630, 630], Tower Shield[213, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 944: HP: 1946, STR: 689837, VIT: 1408, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85970, Current HP: 1946, A Avg: 9685765, D Avg: 120357, [Impulse[166, 630, 630, 630], Slime Shield[221, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 943: HP: 1846, STR: 689837, VIT: 1202, SPD: 47, LUK: 1, Attack: 1162757, Defense: 85130, Current HP: 1846, A Avg: 9685765, D Avg: 119181, [Impulse[166, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 942: HP: 1440, STR: 689837, VIT: 1819, SPD: 47, LUK: 1, Attack: 1162757, Defense: 88607, Current HP: 1440, A Avg: 9685765, D Avg: 124049, [Impulse[166, 630, 630, 630], Energy Shield[227, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 941: HP: 3144, STR: 689837, VIT: 1139, SPD: 47, LUK: 1, Attack: 1162757, Defense: 87056, Current HP: 3144, A Avg: 9685765, D Avg: 121878, [Impulse[166, 630, 630, 630], Frying Pan[231, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 940: HP: 2144, STR: 689837, VIT: 1489, SPD: 47, LUK: 1, Attack: 1162757, Defense: 86223, Current HP: 2144, A Avg: 9685765, D Avg: 120712, [Impulse[166, 630, 630, 630], Slafield[232, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 939: HP: 1870, STR: 689837, VIT: 1408, SPD: 47, LUK: 1, Attack: 1162757, Defense: 86883, Current HP: 1870, A Avg: 9685765, D Avg: 121636, [Impulse[166, 630, 630, 630], Mist Shield[233, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 938: HP: 1558, STR: 689837, VIT: 1770, SPD: 47, LUK: 1, Attack: 1162757, Defense: 86738, Current HP: 1558, A Avg: 9685765, D Avg: 121433, [Impulse[166, 630, 630, 630], Huge Shield[234, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 937: HP: 1482, STR: 689837, VIT: 1834, SPD: 47, LUK: 1, Attack: 1162757, Defense: 88674, Current HP: 1482, A Avg: 9685765, D Avg: 124143, [Impulse[166, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 936: HP: 2310, STR: 689837, VIT: 1628, SPD: 47, LUK: 1, Attack: 1162757, Defense: 89053, Current HP: 2310, A Avg: 9685765, D Avg: 124674, [Impulse[166, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 935: HP: 1368, STR: 689837, VIT: 1087, SPD: 47, LUK: 1, Attack: 1162757, Defense: 87876, Current HP: 1368, A Avg: 9685765, D Avg: 123026, [Impulse[166, 630, 630, 630], Graffiti[243, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 934: HP: 1368, STR: 689837, VIT: 2290, SPD: 47, LUK: 1, Attack: 1162757, Defense: 92068, Current HP: 1368, A Avg: 9685765, D Avg: 128895, [Impulse[166, 630, 630, 630], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 933: HP: 1843, STR: 689837, VIT: 2934, SPD: 47, LUK: 1, Attack: 1162757, Defense: 89722, Current HP: 1843, A Avg: 9685765, D Avg: 125610, [Impulse[166, 630, 630, 630], Golem Shield[245, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 932: HP: 1653, STR: 689837, VIT: 1589, SPD: 51, LUK: 1, Attack: 1162757, Defense: 87467, Current HP: 1653, A Avg: 9685765, D Avg: 122453, [Impulse[166, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 931: HP: 2257, STR: 689837, VIT: 1626, SPD: 47, LUK: 1, Attack: 1162757, Defense: 87842, Current HP: 2257, A Avg: 9685765, D Avg: 122978, [Impulse[166, 630, 630, 630], King Shield[248, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 930: HP: 1840, STR: 689837, VIT: 1743, SPD: 47, LUK: 1, Attack: 1162757, Defense: 88778, Current HP: 1840, A Avg: 9685765, D Avg: 124289, [Impulse[166, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 929: HP: 1440, STR: 689837, VIT: 1809, SPD: 47, LUK: 1, Attack: 1162757, Defense: 88857, Current HP: 1440, A Avg: 9685765, D Avg: 124399, [Impulse[166, 630, 630, 630], Ghost shield[251, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 928: HP: 1609, STR: 689884, VIT: 1339, SPD: 47, LUK: 1, Attack: 1162827, Defense: 85280, Current HP: 1609, A Avg: 9686348, D Avg: 119391, [Impulse[166, 630, 630, 630], Dragon's Scales[215, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 927: HP: 1609, STR: 689884, VIT: 1339, SPD: 47, LUK: 1, Attack: 1162827, Defense: 85280, Current HP: 1609, A Avg: 9686348, D Avg: 119391, [Impulse[166, 630, 630, 630], Dragon's Scales[215, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 926: HP: 1609, STR: 689884, VIT: 1339, SPD: 47, LUK: 1, Attack: 1162827, Defense: 85280, Current HP: 1609, A Avg: 9686348, D Avg: 119391, [Impulse[166, 630, 630, 630], Dragon's Scales[215, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 925: HP: 1609, STR: 689884, VIT: 1339, SPD: 47, LUK: 1, Attack: 1162827, Defense: 85280, Current HP: 1609, A Avg: 9686348, D Avg: 119391, [Impulse[166, 630, 630, 630], Dragon's Scales[215, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 924: HP: 1609, STR: 689884, VIT: 1339, SPD: 47, LUK: 1, Attack: 1162827, Defense: 85280, Current HP: 1609, A Avg: 9686348, D Avg: 119391, [Impulse[166, 630, 630, 630], Dragon's Scales[215, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 923: HP: 1368, STR: 689997, VIT: 1218, SPD: 51, LUK: 1, Attack: 1162997, Defense: 85243, Current HP: 1368, A Avg: 9687765, D Avg: 119340, [Impulse[166, 630, 630, 630], Conductive Barrier[208, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 922: HP: 1368, STR: 689997, VIT: 1218, SPD: 51, LUK: 1, Attack: 1162997, Defense: 85243, Current HP: 1368, A Avg: 9687765, D Avg: 119340, [Impulse[166, 630, 630, 630], Conductive Barrier[208, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 921: HP: 1368, STR: 689997, VIT: 1218, SPD: 51, LUK: 1, Attack: 1162997, Defense: 85243, Current HP: 1368, A Avg: 9687765, D Avg: 119340, [Impulse[166, 630, 630, 630], Conductive Barrier[208, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 920: HP: 1368, STR: 689997, VIT: 1218, SPD: 51, LUK: 1, Attack: 1162997, Defense: 85243, Current HP: 1368, A Avg: 9687765, D Avg: 119340, [Impulse[166, 630, 630, 630], Conductive Barrier[208, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 919: HP: 1368, STR: 689997, VIT: 1218, SPD: 51, LUK: 1, Attack: 1162997, Defense: 85243, Current HP: 1368, A Avg: 9687765, D Avg: 119340, [Impulse[166, 630, 630, 630], Conductive Barrier[208, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 918: HP: 741, STR: 690561, VIT: 1388, SPD: 47, LUK: 1, Attack: 1163024, Defense: 85979, Current HP: 741, A Avg: 9687989, D Avg: 120370, [Pulse Knife[165, 630, 630, 630], Black Hole[229, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 917: HP: 1016, STR: 690561, VIT: 1448, SPD: 47, LUK: 1, Attack: 1163024, Defense: 88366, Current HP: 1016, A Avg: 9687989, D Avg: 123712, [Pulse Knife[165, 630, 630, 630], White Hole[230, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 916: HP: 741, STR: 690561, VIT: 1388, SPD: 47, LUK: 1, Attack: 1163024, Defense: 85979, Current HP: 741, A Avg: 9687989, D Avg: 120370, [Pulse Knife[165, 630, 630, 630], Black Hole[229, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 915: HP: 1016, STR: 690561, VIT: 1448, SPD: 47, LUK: 1, Attack: 1163024, Defense: 88366, Current HP: 1016, A Avg: 9687989, D Avg: 123712, [Pulse Knife[165, 630, 630, 630], White Hole[230, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 914: HP: 741, STR: 690561, VIT: 1388, SPD: 47, LUK: 1, Attack: 1163024, Defense: 85979, Current HP: 741, A Avg: 9687989, D Avg: 120370, [Pulse Knife[165, 630, 630, 630], Black Hole[229, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 913: HP: 1016, STR: 690561, VIT: 1448, SPD: 47, LUK: 1, Attack: 1163024, Defense: 88366, Current HP: 1016, A Avg: 9687989, D Avg: 123712, [Pulse Knife[165, 630, 630, 630], White Hole[230, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 912: HP: 741, STR: 690561, VIT: 1388, SPD: 47, LUK: 1, Attack: 1163024, Defense: 85979, Current HP: 741, A Avg: 9687989, D Avg: 120370, [Pulse Knife[165, 630, 630, 630], Black Hole[229, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 911: HP: 1016, STR: 690561, VIT: 1448, SPD: 47, LUK: 1, Attack: 1163024, Defense: 88366, Current HP: 1016, A Avg: 9687989, D Avg: 123712, [Pulse Knife[165, 630, 630, 630], White Hole[230, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 910: HP: 741, STR: 690561, VIT: 1388, SPD: 47, LUK: 1, Attack: 1163024, Defense: 85979, Current HP: 741, A Avg: 9687989, D Avg: 120370, [Pulse Knife[165, 630, 630, 630], Black Hole[229, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 909: HP: 1016, STR: 690561, VIT: 1448, SPD: 47, LUK: 1, Attack: 1163024, Defense: 88366, Current HP: 1016, A Avg: 9687989, D Avg: 123712, [Pulse Knife[165, 630, 630, 630], White Hole[230, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 908: HP: 1738, STR: 690021, VIT: 1341, SPD: 47, LUK: 1, Attack: 1163033, Defense: 85581, Current HP: 1738, A Avg: 9688064, D Avg: 119813, [Impulse[166, 630, 630, 630], Dragon's Wings[216, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 907: HP: 1738, STR: 690021, VIT: 1341, SPD: 47, LUK: 1, Attack: 1163033, Defense: 85581, Current HP: 1738, A Avg: 9688064, D Avg: 119813, [Impulse[166, 630, 630, 630], Dragon's Wings[216, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 906: HP: 1738, STR: 690021, VIT: 1341, SPD: 47, LUK: 1, Attack: 1163033, Defense: 85581, Current HP: 1738, A Avg: 9688064, D Avg: 119813, [Impulse[166, 630, 630, 630], Dragon's Wings[216, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 905: HP: 1738, STR: 690021, VIT: 1341, SPD: 47, LUK: 1, Attack: 1163033, Defense: 85581, Current HP: 1738, A Avg: 9688064, D Avg: 119813, [Impulse[166, 630, 630, 630], Dragon's Wings[216, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
