Rank 1000: HP: 1340, STR: 604109, VIT: 1031, SPD: 39, LUK: 1, Attack: 1034165, Defense: 85050, Current HP: 1340, A Avg: 8614594, D Avg: 119069, [Impulse[166, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 982: HP: 1240, STR: 604109, VIT: 921, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84644, Current HP: 1240, A Avg: 8614594, D Avg: 118501, [Impulse[166, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 981: HP: 1240, STR: 604109, VIT: 921, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84654, Current HP: 1240, A Avg: 8614594, D Avg: 118515, [Impulse[166, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 980: HP: 1178, STR: 604109, VIT: 976, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84845, Current HP: 1178, A Avg: 8614594, D Avg: 118782, [Impulse[166, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 979: HP: 1178, STR: 604109, VIT: 983, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84787, Current HP: 1178, A Avg: 8614594, D Avg: 118701, [Impulse[166, 230, 230, 230], Iron Shield[204, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 978: HP: 1178, STR: 604109, VIT: 1017, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84880, Current HP: 1178, A Avg: 8614594, D Avg: 118831, [Impulse[166, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 977: HP: 1178, STR: 604109, VIT: 1039, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84928, Current HP: 1178, A Avg: 8614594, D Avg: 118899, [Impulse[166, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 976: HP: 1240, STR: 604109, VIT: 1031, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84907, Current HP: 1240, A Avg: 8614594, D Avg: 118869, [Impulse[166, 230, 230, 230], Magic Shield[207, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 975: HP: 1425, STR: 604109, VIT: 1122, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84959, Current HP: 1425, A Avg: 8614594, D Avg: 118942, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 974: HP: 1300, STR: 604109, VIT: 981, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84753, Current HP: 1300, A Avg: 8614594, D Avg: 118654, [Impulse[166, 230, 230, 230], Clear Shield[211, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 973: HP: 1340, STR: 604109, VIT: 1031, SPD: 39, LUK: 1, Attack: 1034165, Defense: 85050, Current HP: 1340, A Avg: 8614594, D Avg: 119069, [Impulse[166, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 972: HP: 1254, STR: 604109, VIT: 1028, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84956, Current HP: 1254, A Avg: 8614594, D Avg: 118938, [Impulse[166, 230, 230, 230], Tower Shield[213, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 971: HP: 1676, STR: 604109, VIT: 1191, SPD: 39, LUK: 1, Attack: 1034165, Defense: 85753, Current HP: 1676, A Avg: 8614594, D Avg: 120054, [Impulse[166, 230, 230, 230], Slime Shield[221, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 970: HP: 1580, STR: 604109, VIT: 1017, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84945, Current HP: 1580, A Avg: 8614594, D Avg: 118922, [Impulse[166, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 969: HP: 1240, STR: 604109, VIT: 1581, SPD: 39, LUK: 1, Attack: 1034165, Defense: 88369, Current HP: 1240, A Avg: 8614594, D Avg: 123716, [Impulse[166, 230, 230, 230], Energy Shield[227, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 968: HP: 2812, STR: 604109, VIT: 965, SPD: 39, LUK: 1, Attack: 1034165, Defense: 86882, Current HP: 2812, A Avg: 8614594, D Avg: 121634, [Impulse[166, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 967: HP: 1864, STR: 604109, VIT: 1261, SPD: 39, LUK: 1, Attack: 1034165, Defense: 85995, Current HP: 1864, A Avg: 8614594, D Avg: 120392, [Impulse[166, 230, 230, 230], Slafield[232, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 966: HP: 1620, STR: 604109, VIT: 1191, SPD: 39, LUK: 1, Attack: 1034165, Defense: 86666, Current HP: 1620, A Avg: 8614594, D Avg: 121332, [Impulse[166, 230, 230, 230], Mist Shield[233, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 965: HP: 1368, STR: 604109, VIT: 1487, SPD: 39, LUK: 1, Attack: 1034165, Defense: 86455, Current HP: 1368, A Avg: 8614594, D Avg: 121036, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 964: HP: 1292, STR: 604109, VIT: 1564, SPD: 39, LUK: 1, Attack: 1034165, Defense: 88404, Current HP: 1292, A Avg: 8614594, D Avg: 123765, [Impulse[166, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 963: HP: 1960, STR: 604109, VIT: 1369, SPD: 39, LUK: 1, Attack: 1034165, Defense: 88794, Current HP: 1960, A Avg: 8614594, D Avg: 124311, [Impulse[166, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 962: HP: 1178, STR: 604109, VIT: 921, SPD: 39, LUK: 1, Attack: 1034165, Defense: 87710, Current HP: 1178, A Avg: 8614594, D Avg: 122793, [Impulse[166, 230, 230, 230], Graffiti[243, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 961: HP: 1178, STR: 604109, VIT: 1917, SPD: 39, LUK: 1, Attack: 1034165, Defense: 91695, Current HP: 1178, A Avg: 8614594, D Avg: 128372, [Impulse[166, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 960: HP: 1653, STR: 604109, VIT: 2488, SPD: 39, LUK: 1, Attack: 1034165, Defense: 89276, Current HP: 1653, A Avg: 8614594, D Avg: 124986, [Impulse[166, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 959: HP: 1463, STR: 604109, VIT: 1340, SPD: 42, LUK: 1, Attack: 1034165, Defense: 87218, Current HP: 1463, A Avg: 8614594, D Avg: 122105, [Impulse[166, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 958: HP: 1953, STR: 604109, VIT: 1387, SPD: 39, LUK: 1, Attack: 1034165, Defense: 87603, Current HP: 1953, A Avg: 8614594, D Avg: 122644, [Impulse[166, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 957: HP: 1640, STR: 604109, VIT: 1535, SPD: 39, LUK: 1, Attack: 1034165, Defense: 88570, Current HP: 1640, A Avg: 8614594, D Avg: 123997, [Impulse[166, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 956: HP: 1240, STR: 604109, VIT: 1518, SPD: 39, LUK: 1, Attack: 1034165, Defense: 88566, Current HP: 1240, A Avg: 8614594, D Avg: 123992, [Impulse[166, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 955: HP: 1240, STR: 604109, VIT: 921, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84644, Current HP: 1240, A Avg: 8614594, D Avg: 118501, [Impulse[166, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 954: HP: 1240, STR: 604109, VIT: 921, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84654, Current HP: 1240, A Avg: 8614594, D Avg: 118515, [Impulse[166, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 953: HP: 1178, STR: 604109, VIT: 976, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84845, Current HP: 1178, A Avg: 8614594, D Avg: 118782, [Impulse[166, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 952: HP: 1178, STR: 604109, VIT: 983, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84787, Current HP: 1178, A Avg: 8614594, D Avg: 118701, [Impulse[166, 230, 230, 230], Iron Shield[204, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 951: HP: 1178, STR: 604109, VIT: 1017, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84880, Current HP: 1178, A Avg: 8614594, D Avg: 118831, [Impulse[166, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 950: HP: 1178, STR: 604109, VIT: 1039, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84928, Current HP: 1178, A Avg: 8614594, D Avg: 118899, [Impulse[166, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 949: HP: 1240, STR: 604109, VIT: 1031, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84907, Current HP: 1240, A Avg: 8614594, D Avg: 118869, [Impulse[166, 230, 230, 230], Magic Shield[207, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 948: HP: 1425, STR: 604109, VIT: 1122, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84959, Current HP: 1425, A Avg: 8614594, D Avg: 118942, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 947: HP: 1300, STR: 604109, VIT: 981, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84753, Current HP: 1300, A Avg: 8614594, D Avg: 118654, [Impulse[166, 230, 230, 230], Clear Shield[211, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 946: HP: 1340, STR: 604109, VIT: 1031, SPD: 39, LUK: 1, Attack: 1034165, Defense: 85050, Current HP: 1340, A Avg: 8614594, D Avg: 119069, [Impulse[166, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 945: HP: 1254, STR: 604109, VIT: 1028, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84956, Current HP: 1254, A Avg: 8614594, D Avg: 118938, [Impulse[166, 230, 230, 230], Tower Shield[213, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 944: HP: 1676, STR: 604109, VIT: 1191, SPD: 39, LUK: 1, Attack: 1034165, Defense: 85753, Current HP: 1676, A Avg: 8614594, D Avg: 120054, [Impulse[166, 230, 230, 230], Slime Shield[221, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 943: HP: 1580, STR: 604109, VIT: 1017, SPD: 39, LUK: 1, Attack: 1034165, Defense: 84945, Current HP: 1580, A Avg: 8614594, D Avg: 118922, [Impulse[166, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 942: HP: 1240, STR: 604109, VIT: 1581, SPD: 39, LUK: 1, Attack: 1034165, Defense: 88369, Current HP: 1240, A Avg: 8614594, D Avg: 123716, [Impulse[166, 230, 230, 230], Energy Shield[227, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 941: HP: 2812, STR: 604109, VIT: 965, SPD: 39, LUK: 1, Attack: 1034165, Defense: 86882, Current HP: 2812, A Avg: 8614594, D Avg: 121634, [Impulse[166, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 940: HP: 1864, STR: 604109, VIT: 1261, SPD: 39, LUK: 1, Attack: 1034165, Defense: 85995, Current HP: 1864, A Avg: 8614594, D Avg: 120392, [Impulse[166, 230, 230, 230], Slafield[232, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 939: HP: 1620, STR: 604109, VIT: 1191, SPD: 39, LUK: 1, Attack: 1034165, Defense: 86666, Current HP: 1620, A Avg: 8614594, D Avg: 121332, [Impulse[166, 230, 230, 230], Mist Shield[233, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 938: HP: 1368, STR: 604109, VIT: 1487, SPD: 39, LUK: 1, Attack: 1034165, Defense: 86455, Current HP: 1368, A Avg: 8614594, D Avg: 121036, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 937: HP: 1292, STR: 604109, VIT: 1564, SPD: 39, LUK: 1, Attack: 1034165, Defense: 88404, Current HP: 1292, A Avg: 8614594, D Avg: 123765, [Impulse[166, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 936: HP: 1960, STR: 604109, VIT: 1369, SPD: 39, LUK: 1, Attack: 1034165, Defense: 88794, Current HP: 1960, A Avg: 8614594, D Avg: 124311, [Impulse[166, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 935: HP: 1178, STR: 604109, VIT: 921, SPD: 39, LUK: 1, Attack: 1034165, Defense: 87710, Current HP: 1178, A Avg: 8614594, D Avg: 122793, [Impulse[166, 230, 230, 230], Graffiti[243, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 934: HP: 1178, STR: 604109, VIT: 1917, SPD: 39, LUK: 1, Attack: 1034165, Defense: 91695, Current HP: 1178, A Avg: 8614594, D Avg: 128372, [Impulse[166, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 933: HP: 1653, STR: 604109, VIT: 2488, SPD: 39, LUK: 1, Attack: 1034165, Defense: 89276, Current HP: 1653, A Avg: 8614594, D Avg: 124986, [Impulse[166, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 932: HP: 1463, STR: 604109, VIT: 1340, SPD: 42, LUK: 1, Attack: 1034165, Defense: 87218, Current HP: 1463, A Avg: 8614594, D Avg: 122105, [Impulse[166, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 931: HP: 1953, STR: 604109, VIT: 1387, SPD: 39, LUK: 1, Attack: 1034165, Defense: 87603, Current HP: 1953, A Avg: 8614594, D Avg: 122644, [Impulse[166, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 930: HP: 1640, STR: 604109, VIT: 1535, SPD: 39, LUK: 1, Attack: 1034165, Defense: 88570, Current HP: 1640, A Avg: 8614594, D Avg: 123997, [Impulse[166, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 929: HP: 1240, STR: 604109, VIT: 1518, SPD: 39, LUK: 1, Attack: 1034165, Defense: 88566, Current HP: 1240, A Avg: 8614594, D Avg: 123992, [Impulse[166, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 928: HP: 646, STR: 604692, VIT: 1170, SPD: 39, LUK: 1, Attack: 1034220, Defense: 85761, Current HP: 646, A Avg: 8615052, D Avg: 120065, [Pulse Knife[165, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 927: HP: 874, STR: 604692, VIT: 1220, SPD: 39, LUK: 1, Attack: 1034220, Defense: 88138, Current HP: 874, A Avg: 8615052, D Avg: 123393, [Pulse Knife[165, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 926: HP: 646, STR: 604692, VIT: 1170, SPD: 39, LUK: 1, Attack: 1034220, Defense: 85761, Current HP: 646, A Avg: 8615052, D Avg: 120065, [Pulse Knife[165, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 925: HP: 874, STR: 604692, VIT: 1220, SPD: 39, LUK: 1, Attack: 1034220, Defense: 88138, Current HP: 874, A Avg: 8615052, D Avg: 123393, [Pulse Knife[165, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 924: HP: 646, STR: 604692, VIT: 1170, SPD: 39, LUK: 1, Attack: 1034220, Defense: 85761, Current HP: 646, A Avg: 8615052, D Avg: 120065, [Pulse Knife[165, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 923: HP: 874, STR: 604692, VIT: 1220, SPD: 39, LUK: 1, Attack: 1034220, Defense: 88138, Current HP: 874, A Avg: 8615052, D Avg: 123393, [Pulse Knife[165, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 922: HP: 646, STR: 604692, VIT: 1170, SPD: 39, LUK: 1, Attack: 1034220, Defense: 85761, Current HP: 646, A Avg: 8615052, D Avg: 120065, [Pulse Knife[165, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 921: HP: 874, STR: 604692, VIT: 1220, SPD: 39, LUK: 1, Attack: 1034220, Defense: 88138, Current HP: 874, A Avg: 8615052, D Avg: 123393, [Pulse Knife[165, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 920: HP: 646, STR: 604692, VIT: 1170, SPD: 39, LUK: 1, Attack: 1034220, Defense: 85761, Current HP: 646, A Avg: 8615052, D Avg: 120065, [Pulse Knife[165, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 919: HP: 874, STR: 604692, VIT: 1220, SPD: 39, LUK: 1, Attack: 1034220, Defense: 88138, Current HP: 874, A Avg: 8615052, D Avg: 123393, [Pulse Knife[165, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 918: HP: 1390, STR: 604156, VIT: 1133, SPD: 39, LUK: 1, Attack: 1034235, Defense: 85074, Current HP: 1390, A Avg: 8615177, D Avg: 119103, [Impulse[166, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 917: HP: 1390, STR: 604156, VIT: 1133, SPD: 39, LUK: 1, Attack: 1034235, Defense: 85074, Current HP: 1390, A Avg: 8615177, D Avg: 119103, [Impulse[166, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 916: HP: 1390, STR: 604156, VIT: 1133, SPD: 39, LUK: 1, Attack: 1034235, Defense: 85074, Current HP: 1390, A Avg: 8615177, D Avg: 119103, [Impulse[166, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 915: HP: 1390, STR: 604156, VIT: 1133, SPD: 39, LUK: 1, Attack: 1034235, Defense: 85074, Current HP: 1390, A Avg: 8615177, D Avg: 119103, [Impulse[166, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 914: HP: 1390, STR: 604156, VIT: 1133, SPD: 39, LUK: 1, Attack: 1034235, Defense: 85074, Current HP: 1390, A Avg: 8615177, D Avg: 119103, [Impulse[166, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 913: HP: 1083, STR: 605669, VIT: 1303, SPD: 39, LUK: 1, Attack: 1034317, Defense: 88871, Current HP: 1083, A Avg: 8615860, D Avg: 124419, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 912: HP: 1178, STR: 605669, VIT: 1423, SPD: 39, LUK: 1, Attack: 1034317, Defense: 88991, Current HP: 1178, A Avg: 8615860, D Avg: 124587, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 911: HP: 1178, STR: 605669, VIT: 1323, SPD: 39, LUK: 1, Attack: 1034317, Defense: 88891, Current HP: 1178, A Avg: 8615860, D Avg: 124447, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 910: HP: 1178, STR: 604246, VIT: 1031, SPD: 42, LUK: 1, Attack: 1034370, Defense: 85056, Current HP: 1178, A Avg: 8616302, D Avg: 119078, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 909: HP: 1178, STR: 604246, VIT: 1031, SPD: 42, LUK: 1, Attack: 1034370, Defense: 85056, Current HP: 1178, A Avg: 8616302, D Avg: 119078, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 908: HP: 1178, STR: 604246, VIT: 1031, SPD: 42, LUK: 1, Attack: 1034370, Defense: 85056, Current HP: 1178, A Avg: 8616302, D Avg: 119078, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 907: HP: 1178, STR: 604246, VIT: 1031, SPD: 42, LUK: 1, Attack: 1034370, Defense: 85056, Current HP: 1178, A Avg: 8616302, D Avg: 119078, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 906: HP: 1178, STR: 604246, VIT: 1031, SPD: 42, LUK: 1, Attack: 1034370, Defense: 85056, Current HP: 1178, A Avg: 8616302, D Avg: 119078, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 905: HP: 1360, STR: 604814, VIT: 1232, SPD: 39, LUK: 1, Attack: 1034403, Defense: 87344, Current HP: 1360, A Avg: 8616576, D Avg: 122281, [Pulse Knife[165, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
