Rank 38082: 7926 - [10226, 7404, 669] - HP: 5244, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 5244, A Avg: 343883, D Avg: 281629, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 803]]
Rank 38097: 13453 - [10715, 5952, 1632] - HP: 5263, STR: 152618, VIT: 119278, SPD: 64, LUK: 2, Attack: 240500, Defense: 207106, Current HP: 5263, A Avg: 360750, D Avg: 207106, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 66, 67, 68]]
Rank 38097: 13563 - [10715, 5952, 1632] - HP: 5263, STR: 152618, VIT: 119278, SPD: 64, LUK: 2, Attack: 240500, Defense: 207106, Current HP: 5263, A Avg: 360750, D Avg: 248527, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 67, 68, 806]]
Rank 38098: 8119 - [10118, 7744, 437] - HP: 2109, STR: 165585, VIT: 258250, SPD: 64, LUK: 1, Attack: 255494, Defense: 348028, Current HP: 2109, A Avg: 329587, D Avg: 348028, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 67, 803]]
Rank 38117: 8149 - [10118, 7763, 418] - HP: 2109, STR: 165585, VIT: 258250, SPD: 64, LUK: 1, Attack: 255494, Defense: 348028, Current HP: 2109, A Avg: 351304, D Avg: 348028, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 68, 803]]
Rank 38118: 391 - [10156, 7650, 493] - HP: 52668, STR: 339738, VIT: 119886, SPD: 76, LUK: 1, Attack: 427620, Defense: 207714, Current HP: 52668, A Avg: 449001, D Avg: 207714, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 38125: 5948 - [10294, 7243, 762] - HP: 103230, STR: 270846, VIT: 81577, SPD: 76, LUK: 1, Attack: 358674, Defense: 169002, Current HP: 103230, A Avg: 376607, D Avg: 236602, [Stargazer[183, 530, 530, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 806, 807]]
Rank 38126: 5874 - [10225, 7451, 623] - HP: 98344, STR: 316692, VIT: 80516, SPD: 64, LUK: 1, Attack: 402505, Defense: 170294, Current HP: 98344, A Avg: 507156, D Avg: 204352, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 67, 806]]
Rank 38126: 5904 - [10225, 7451, 623] - HP: 98344, STR: 316692, VIT: 80516, SPD: 64, LUK: 1, Attack: 402505, Defense: 170294, Current HP: 98344, A Avg: 503131, D Avg: 204352, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 68, 806]]
Rank 38129: 250 - [10325, 7154, 820] - HP: 145673, STR: 184330, VIT: 159608, SPD: 76, LUK: 1, Attack: 270143, Defense: 249386, Current HP: 145673, A Avg: 283650, D Avg: 249386, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 38129: 8244 - [10277, 7298, 724] - HP: 4978, STR: 213498, VIT: 198452, SPD: 64, LUK: 1, Attack: 299311, Defense: 288230, Current HP: 4978, A Avg: 314276, D Avg: 288230, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 66, 807]]
Rank 38140: 8224 - [10277, 7309, 713] - HP: 4978, STR: 213498, VIT: 198452, SPD: 64, LUK: 1, Attack: 299311, Defense: 288230, Current HP: 4978, A Avg: 321759, D Avg: 288230, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 66, 803]]
Rank 38143: 8066 - [10118, 7789, 392] - HP: 5244, STR: 175499, VIT: 257683, SPD: 64, LUK: 1, Attack: 263381, Defense: 345511, Current HP: 5244, A Avg: 329226, D Avg: 345511, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 66, 68]]
Rank 38143: 8156 - [10118, 7789, 392] - HP: 5244, STR: 175499, VIT: 257683, SPD: 64, LUK: 1, Attack: 263381, Defense: 345511, Current HP: 5244, A Avg: 329226, D Avg: 414613, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 68, 806]]
Rank 38144: 8056 - [10118, 7790, 391] - HP: 5244, STR: 175499, VIT: 257683, SPD: 64, LUK: 1, Attack: 263381, Defense: 345511, Current HP: 5244, A Avg: 331860, D Avg: 345511, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 66, 67]]
Rank 38144: 8065 - [10118, 7790, 391] - HP: 3781, STR: 176152, VIT: 258863, SPD: 64, LUK: 1, Attack: 263980, Defense: 346691, Current HP: 3781, A Avg: 329975, D Avg: 346691, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 66, 68]]
Rank 38144: 8126 - [10118, 7790, 391] - HP: 5244, STR: 175499, VIT: 257683, SPD: 64, LUK: 1, Attack: 263381, Defense: 345511, Current HP: 5244, A Avg: 331860, D Avg: 414613, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 67, 806]]
Rank 38144: 8155 - [10118, 7790, 391] - HP: 3781, STR: 176152, VIT: 258863, SPD: 64, LUK: 1, Attack: 263980, Defense: 346691, Current HP: 3781, A Avg: 329975, D Avg: 416029, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 68, 806]]
Rank 38149: 8055 - [10118, 7795, 386] - HP: 3781, STR: 176152, VIT: 258863, SPD: 64, LUK: 1, Attack: 263980, Defense: 346691, Current HP: 3781, A Avg: 332614, D Avg: 346691, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 66, 67]]
Rank 38149: 8125 - [10118, 7795, 386] - HP: 3781, STR: 176152, VIT: 258863, SPD: 64, LUK: 1, Attack: 263980, Defense: 346691, Current HP: 3781, A Avg: 332614, D Avg: 416029, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 67, 806]]
Rank 38158: 8183 - [10594, 6376, 1329] - HP: 5263, STR: 152618, VIT: 158590, SPD: 64, LUK: 2, Attack: 240500, Defense: 246418, Current HP: 5263, A Avg: 264550, D Avg: 246418, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 803, 807]]
Rank 38160: 3098 - [10173, 7641, 485] - HP: 4950, STR: 182393, VIT: 238825, SPD: 76, LUK: 1, Attack: 270221, Defense: 326250, Current HP: 4950, A Avg: 337776, D Avg: 326250, [Stargazer[183, 630, 630, 730], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 68]]
Rank 38160: 8115 - [10118, 7806, 375] - HP: 3781, STR: 176152, VIT: 258863, SPD: 64, LUK: 1, Attack: 263980, Defense: 346691, Current HP: 3781, A Avg: 340534, D Avg: 346691, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 67, 803]]
Rank 38160: 8116 - [10118, 7806, 375] - HP: 5244, STR: 175499, VIT: 257683, SPD: 64, LUK: 1, Attack: 263381, Defense: 345511, Current HP: 5244, A Avg: 339761, D Avg: 345511, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 67, 803]]
Rank 38161: 8234 - [10293, 7282, 724] - HP: 4978, STR: 213498, VIT: 198452, SPD: 64, LUK: 1, Attack: 299311, Defense: 288230, Current HP: 4978, A Avg: 314276, D Avg: 345876, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 66, 806]]
Rank 38161: 8344 - [10293, 7282, 724] - HP: 4978, STR: 213498, VIT: 198452, SPD: 64, LUK: 1, Attack: 299311, Defense: 288230, Current HP: 4978, A Avg: 314276, D Avg: 403522, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 806, 807]]
Rank 38163: 3090 - [10173, 7644, 482] - HP: 5624, STR: 184330, VIT: 238232, SPD: 76, LUK: 1, Attack: 270143, Defense: 328010, Current HP: 5624, A Avg: 337678, D Avg: 328010, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 68]]
Rank 38164: 10673 - [11838, 2650, 3811] - HP: 98629, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 98629, A Avg: 364946, D Avg: 107004, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 806]]
Rank 38165: 3088 - [10173, 7646, 480] - HP: 4950, STR: 182393, VIT: 238825, SPD: 76, LUK: 1, Attack: 270221, Defense: 326250, Current HP: 4950, A Avg: 340478, D Avg: 326250, [Stargazer[183, 630, 630, 730], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 67]]
Rank 38168: 3080 - [10173, 7649, 477] - HP: 5624, STR: 184330, VIT: 238232, SPD: 76, LUK: 1, Attack: 270143, Defense: 328010, Current HP: 5624, A Avg: 340380, D Avg: 328010, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 67]]
Rank 38168: 7915 - [10226, 7490, 583] - HP: 3781, STR: 232663, VIT: 194981, SPD: 64, LUK: 1, Attack: 320491, Defense: 282809, Current HP: 3781, A Avg: 400613, D Avg: 282809, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 66, 68]]
Rank 38168: 7916 - [10226, 7490, 583] - HP: 5244, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 5244, A Avg: 399865, D Avg: 281629, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 68]]
Rank 38168: 8005 - [10226, 7490, 583] - HP: 3781, STR: 232663, VIT: 194981, SPD: 64, LUK: 1, Attack: 320491, Defense: 282809, Current HP: 3781, A Avg: 400613, D Avg: 339370, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 68, 806]]
Rank 38168: 8006 - [10226, 7490, 583] - HP: 5244, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 5244, A Avg: 399865, D Avg: 337954, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 68, 806]]
Rank 38171: 950 - [10875, 5546, 1878] - HP: 239039, STR: 272782, VIT: 2360, SPD: 76, LUK: 1, Attack: 358595, Defense: 92138, Current HP: 239039, A Avg: 376524, D Avg: 110565, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 630], Black Box[323, 630, 630, 806]]
Rank 38172: 8324 - [10293, 7293, 713] - HP: 4978, STR: 213498, VIT: 198452, SPD: 64, LUK: 1, Attack: 299311, Defense: 288230, Current HP: 4978, A Avg: 321759, D Avg: 345876, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 803, 806]]
Rank 38175: 8334 - [10277, 7344, 678] - HP: 4978, STR: 213498, VIT: 198452, SPD: 64, LUK: 1, Attack: 299311, Defense: 288230, Current HP: 4978, A Avg: 329242, D Avg: 288230, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 803, 807]]
Rank 38176: 7906 - [10226, 7498, 575] - HP: 5244, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 5244, A Avg: 403063, D Avg: 281629, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 67]]
Rank 38176: 7976 - [10226, 7498, 575] - HP: 5244, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 5244, A Avg: 403063, D Avg: 337954, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 67, 806]]
Rank 38178: 16913 - [11112, 4842, 2345] - HP: 5263, STR: 152618, VIT: 79966, SPD: 64, LUK: 2, Attack: 240500, Defense: 167794, Current HP: 5263, A Avg: 639729, D Avg: 167794, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 67], Tears of the Dragon[307, 68, 803, 807]]
Rank 38182: 7905 - [10226, 7504, 569] - HP: 3781, STR: 232663, VIT: 194981, SPD: 64, LUK: 1, Attack: 320491, Defense: 282809, Current HP: 3781, A Avg: 403818, D Avg: 282809, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 66, 67]]
Rank 38182: 7975 - [10226, 7504, 569] - HP: 3781, STR: 232663, VIT: 194981, SPD: 64, LUK: 1, Attack: 320491, Defense: 282809, Current HP: 3781, A Avg: 403818, D Avg: 339370, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 67, 806]]
Rank 38184: 18023 - [11915, 2439, 3945] - HP: 5263, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 5263, A Avg: 587969, D Avg: 124837, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 66, 67], Tears of the Dragon[307, 68, 806, 807]]
Rank 38192: 7966 - [10226, 7514, 559] - HP: 5244, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 5244, A Avg: 412660, D Avg: 281629, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 67, 803]]
Rank 38192: 8169 - [10118, 7838, 343] - HP: 2109, STR: 165585, VIT: 258250, SPD: 64, LUK: 1, Attack: 255494, Defense: 348028, Current HP: 2109, A Avg: 370466, D Avg: 348028, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 68, 807]]
Rank 38194: 7965 - [10226, 7516, 557] - HP: 3781, STR: 232663, VIT: 194981, SPD: 64, LUK: 1, Attack: 320491, Defense: 282809, Current HP: 3781, A Avg: 413433, D Avg: 282809, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 67, 803]]
Rank 38196: 1930 - [10235, 7491, 573] - HP: 98990, STR: 361234, VIT: 80984, SPD: 76, LUK: 1, Attack: 447047, Defense: 170762, Current HP: 98990, A Avg: 469399, D Avg: 170762, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 66]]
Rank 38196: 1980 - [10235, 7491, 573] - HP: 98990, STR: 361234, VIT: 80984, SPD: 76, LUK: 1, Attack: 447047, Defense: 170762, Current HP: 98990, A Avg: 469399, D Avg: 170762, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 807]]
Rank 38200: 1960 - [10237, 7489, 573] - HP: 98990, STR: 361234, VIT: 80984, SPD: 76, LUK: 1, Attack: 447047, Defense: 170762, Current HP: 98990, A Avg: 480575, D Avg: 170762, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 803]]
Rank 38201: 1940 - [10237, 7490, 572] - HP: 98990, STR: 361234, VIT: 80984, SPD: 76, LUK: 1, Attack: 447047, Defense: 170762, Current HP: 98990, A Avg: 563279, D Avg: 170762, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 67]]
Rank 38201: 1950 - [10237, 7490, 572] - HP: 98990, STR: 361234, VIT: 80984, SPD: 76, LUK: 1, Attack: 447047, Defense: 170762, Current HP: 98990, A Avg: 558808, D Avg: 170762, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 68]]
Rank 38201: 8146 - [10118, 7847, 334] - HP: 5244, STR: 175499, VIT: 257683, SPD: 64, LUK: 1, Attack: 263381, Defense: 345511, Current HP: 5244, A Avg: 362148, D Avg: 345511, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 68, 803]]
Rank 38203: 231 - [10320, 7243, 736] - HP: 146034, STR: 273399, VIT: 80574, SPD: 76, LUK: 1, Attack: 361281, Defense: 168402, Current HP: 146034, A Avg: 379345, D Avg: 168402, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Black Box[323, 630, 730, 730]]
Rank 38203: 8145 - [10118, 7849, 332] - HP: 3781, STR: 176152, VIT: 258863, SPD: 64, LUK: 1, Attack: 263980, Defense: 346691, Current HP: 3781, A Avg: 362972, D Avg: 346691, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 68, 803]]
Rank 38214: 8109 - [10118, 7860, 321] - HP: 2109, STR: 165585, VIT: 258250, SPD: 64, LUK: 1, Attack: 255494, Defense: 348028, Current HP: 2109, A Avg: 383241, D Avg: 348028, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 67, 68]]
Rank 38214: 8139 - [10118, 7860, 321] - HP: 2109, STR: 165585, VIT: 258250, SPD: 64, LUK: 1, Attack: 255494, Defense: 348028, Current HP: 2109, A Avg: 375576, D Avg: 348028, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 67, 807]]
Rank 38215: 102 - [10692, 6139, 1468] - HP: 264032, STR: 292859, VIT: 1702, SPD: 72, LUK: 1, Attack: 380741, Defense: 89530, Current HP: 264032, A Avg: 399778, D Avg: 89530, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 530, 630], Seal of the High King[319, 630, 630, 630]]
Rank 38222: 13593 - [10767, 5921, 1611] - HP: 5263, STR: 152618, VIT: 119278, SPD: 64, LUK: 2, Attack: 240500, Defense: 207106, Current HP: 5263, A Avg: 370370, D Avg: 207106, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 67, 803, 807]]
Rank 38224: 6094 - [10356, 7156, 787] - HP: 98344, STR: 213498, VIT: 119828, SPD: 64, LUK: 1, Attack: 299311, Defense: 209606, Current HP: 98344, A Avg: 314276, D Avg: 293448, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 806, 807]]
Rank 38228: 16713 - [11243, 4499, 2557] - HP: 5263, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 5263, A Avg: 398255, D Avg: 154178, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 68, 803, 806]]
Rank 38231: 7996 - [10226, 7553, 520] - HP: 5244, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 5244, A Avg: 439851, D Avg: 281629, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 68, 803]]
Rank 38234: 2016 - [10205, 7619, 475] - HP: 98610, STR: 175499, VIT: 193801, SPD: 64, LUK: 1, Attack: 263381, Defense: 281629, Current HP: 98610, A Avg: 329226, D Avg: 281629, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 68]]
Rank 38236: 2006 - [10206, 7618, 475] - HP: 98610, STR: 175499, VIT: 193801, SPD: 64, LUK: 1, Attack: 263381, Defense: 281629, Current HP: 98610, A Avg: 331860, D Avg: 281629, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 67]]
Rank 38236: 2015 - [10206, 7618, 475] - HP: 97147, STR: 176152, VIT: 194981, SPD: 64, LUK: 1, Attack: 263980, Defense: 282809, Current HP: 97147, A Avg: 329975, D Avg: 282809, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 38238: 258 - [10367, 7137, 795] - HP: 152370, STR: 182393, VIT: 160201, SPD: 76, LUK: 1, Attack: 270221, Defense: 247626, Current HP: 152370, A Avg: 283732, D Avg: 247626, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 38238: 7995 - [10226, 7560, 513] - HP: 3781, STR: 232663, VIT: 194981, SPD: 64, LUK: 1, Attack: 320491, Defense: 282809, Current HP: 3781, A Avg: 440675, D Avg: 282809, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 68, 803]]
Rank 38239: 8165 - [10118, 7885, 296] - HP: 3781, STR: 176152, VIT: 258863, SPD: 64, LUK: 1, Attack: 263980, Defense: 346691, Current HP: 3781, A Avg: 382771, D Avg: 346691, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 68, 807]]
Rank 38239: 8166 - [10118, 7885, 296] - HP: 5244, STR: 175499, VIT: 257683, SPD: 64, LUK: 1, Attack: 263381, Defense: 345511, Current HP: 5244, A Avg: 381902, D Avg: 345511, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 68, 807]]
Rank 38241: 2005 - [10206, 7623, 470] - HP: 97147, STR: 176152, VIT: 194981, SPD: 64, LUK: 1, Attack: 263980, Defense: 282809, Current HP: 97147, A Avg: 332614, D Avg: 282809, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 38243: 224 - [10253, 7484, 562] - HP: 145027, STR: 523080, VIT: 41204, SPD: 64, LUK: 1, Attack: 608893, Defense: 130982, Current HP: 145027, A Avg: 639337, D Avg: 130982, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 630, 630, 730]]
Rank 38245: 8016 - [10226, 7567, 506] - HP: 5244, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 5244, A Avg: 463843, D Avg: 281629, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 68, 807]]
Rank 38246: 8015 - [10226, 7568, 505] - HP: 3781, STR: 232663, VIT: 194981, SPD: 64, LUK: 1, Attack: 320491, Defense: 282809, Current HP: 3781, A Avg: 464711, D Avg: 282809, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 68, 807]]
Rank 38246: 8136 - [10118, 7892, 289] - HP: 5244, STR: 175499, VIT: 257683, SPD: 64, LUK: 1, Attack: 263381, Defense: 345511, Current HP: 5244, A Avg: 387170, D Avg: 345511, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 67, 807]]
