Rank 107639: 106640 - [000, 107639, 000] - HP: 133, STR: 504, VIT: 65, SPD: 2, LUK: 1, Attack: 132248, Defense: 83902, Current HP: 133, A Avg: 1101625, D Avg: 117462, [Neural Edge[190, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106670 - [000, 107639, 000] - HP: 266, STR: 868, VIT: 353, SPD: 1, LUK: 1, Attack: 132794, Defense: 84359, Current HP: 266, A Avg: 1106174, D Avg: 118102, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 106671 - [000, 107639, 000] - HP: 198, STR: 484, VIT: 76, SPD: 1, LUK: 1, Attack: 132218, Defense: 84082, Current HP: 198, A Avg: 1101375, D Avg: 117714, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 106672 - [000, 107639, 000] - HP: 171, STR: 736, VIT: 72, SPD: 1, LUK: 1, Attack: 132596, Defense: 84078, Current HP: 171, A Avg: 1104524, D Avg: 117709, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 106673 - [000, 107639, 000] - HP: 76, STR: 672, VIT: 31, SPD: 1, LUK: 1, Attack: 132500, Defense: 84037, Current HP: 76, A Avg: 1103724, D Avg: 117651, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 106674 - [000, 107639, 000] - HP: 130, STR: 440, VIT: 46, SPD: 1, LUK: 1, Attack: 132152, Defense: 83818, Current HP: 130, A Avg: 1100826, D Avg: 117345, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106675 - [000, 107639, 000] - HP: 120, STR: 451, VIT: 46, SPD: 1, LUK: 1, Attack: 132168, Defense: 83818, Current HP: 120, A Avg: 1100959, D Avg: 117345, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106676 - [000, 107639, 000] - HP: 180, STR: 440, VIT: 41, SPD: 1, LUK: 1, Attack: 132152, Defense: 83813, Current HP: 180, A Avg: 1100826, D Avg: 117338, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106677 - [000, 107639, 000] - HP: 160, STR: 440, VIT: 41, SPD: 2, LUK: 1, Attack: 132152, Defense: 83813, Current HP: 160, A Avg: 1100826, D Avg: 117338, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106678 - [000, 107639, 000] - HP: 140, STR: 567, VIT: 51, SPD: 2, LUK: 1, Attack: 132342, Defense: 83823, Current HP: 140, A Avg: 1102408, D Avg: 117352, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106679 - [000, 107639, 000] - HP: 120, STR: 451, VIT: 76, SPD: 1, LUK: 1, Attack: 132168, Defense: 83848, Current HP: 120, A Avg: 1100959, D Avg: 117387, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106680 - [000, 107639, 000] - HP: 140, STR: 461, VIT: 51, SPD: 1, LUK: 2, Attack: 132183, Defense: 83823, Current HP: 140, A Avg: 1101084, D Avg: 117352, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106681 - [000, 107639, 000] - HP: 120, STR: 712, VIT: 51, SPD: 1, LUK: 1, Attack: 132560, Defense: 83823, Current HP: 120, A Avg: 1104224, D Avg: 117352, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 106682 - [000, 107639, 000] - HP: 330, STR: 451, VIT: 62, SPD: 1, LUK: 1, Attack: 132168, Defense: 83834, Current HP: 330, A Avg: 1100959, D Avg: 117367, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 106683 - [000, 107639, 000] - HP: 231, STR: 503, VIT: 41, SPD: 1, LUK: 1, Attack: 132246, Defense: 83813, Current HP: 231, A Avg: 1101609, D Avg: 117338, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 106684 - [000, 107639, 000] - HP: 368, STR: 440, VIT: 76, SPD: 1, LUK: 1, Attack: 132152, Defense: 83848, Current HP: 368, A Avg: 1100826, D Avg: 117387, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 106685 - [000, 107639, 000] - HP: 276, STR: 503, VIT: 31, SPD: 1, LUK: 2, Attack: 132246, Defense: 83803, Current HP: 276, A Avg: 1101609, D Avg: 117324, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 106686 - [000, 107639, 000] - HP: 180, STR: 504, VIT: 72, SPD: 2, LUK: 1, Attack: 132248, Defense: 83844, Current HP: 180, A Avg: 1101625, D Avg: 117381, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106687 - [000, 107639, 000] - HP: 120, STR: 1146, VIT: 31, SPD: 1, LUK: 1, Attack: 133211, Defense: 83803, Current HP: 120, A Avg: 1109647, D Avg: 117324, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 106688 - [000, 107639, 000] - HP: 126, STR: 864, VIT: 141, SPD: 1, LUK: 1, Attack: 132788, Defense: 83913, Current HP: 126, A Avg: 1106124, D Avg: 117478, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 106689 - [000, 107639, 000] - HP: 220, STR: 712, VIT: 72, SPD: 1, LUK: 1, Attack: 132560, Defense: 83844, Current HP: 220, A Avg: 1104224, D Avg: 117381, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 106690 - [000, 107639, 000] - HP: 120, STR: 503, VIT: 31, SPD: 1, LUK: 2, Attack: 132246, Defense: 83803, Current HP: 120, A Avg: 1101609, D Avg: 117324, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 106691 - [000, 107639, 000] - HP: 352, STR: 598, VIT: 245, SPD: 1, LUK: 1, Attack: 132389, Defense: 84017, Current HP: 352, A Avg: 1102800, D Avg: 117623, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 106692 - [000, 107639, 000] - HP: 360, STR: 860, VIT: 31, SPD: 1, LUK: 1, Attack: 132782, Defense: 83803, Current HP: 360, A Avg: 1106074, D Avg: 117324, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 106693 - [000, 107639, 000] - HP: 320, STR: 837, VIT: 353, SPD: 1, LUK: 1, Attack: 132747, Defense: 84125, Current HP: 320, A Avg: 1105782, D Avg: 117774, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 106694 - [000, 107639, 000] - HP: 253, STR: 461, VIT: 76, SPD: 1, LUK: 1, Attack: 132183, Defense: 83848, Current HP: 253, A Avg: 1101084, D Avg: 117387, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 106695 - [000, 107639, 000] - HP: 220, STR: 712, VIT: 72, SPD: 1, LUK: 1, Attack: 132560, Defense: 83844, Current HP: 220, A Avg: 1104224, D Avg: 117381, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 106696 - [000, 107639, 000] - HP: 120, STR: 650, VIT: 31, SPD: 1, LUK: 1, Attack: 132467, Defense: 83803, Current HP: 120, A Avg: 1103450, D Avg: 117324, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 106697 - [000, 107639, 000] - HP: 170, STR: 440, VIT: 46, SPD: 1, LUK: 1, Attack: 132152, Defense: 84065, Current HP: 170, A Avg: 1100826, D Avg: 117690, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106698 - [000, 107639, 000] - HP: 160, STR: 451, VIT: 46, SPD: 1, LUK: 1, Attack: 132168, Defense: 84065, Current HP: 160, A Avg: 1100959, D Avg: 117690, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106699 - [000, 107639, 000] - HP: 240, STR: 440, VIT: 41, SPD: 1, LUK: 1, Attack: 132152, Defense: 84060, Current HP: 240, A Avg: 1100826, D Avg: 117683, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106700 - [000, 107639, 000] - HP: 200, STR: 440, VIT: 41, SPD: 2, LUK: 1, Attack: 132152, Defense: 84060, Current HP: 200, A Avg: 1100826, D Avg: 117683, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106701 - [000, 107639, 000] - HP: 180, STR: 567, VIT: 51, SPD: 2, LUK: 1, Attack: 132342, Defense: 84070, Current HP: 180, A Avg: 1102408, D Avg: 117697, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106702 - [000, 107639, 000] - HP: 160, STR: 451, VIT: 76, SPD: 1, LUK: 1, Attack: 132168, Defense: 84095, Current HP: 160, A Avg: 1100959, D Avg: 117732, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106703 - [000, 107639, 000] - HP: 180, STR: 461, VIT: 51, SPD: 1, LUK: 2, Attack: 132183, Defense: 84070, Current HP: 180, A Avg: 1101084, D Avg: 117697, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106704 - [000, 107639, 000] - HP: 160, STR: 712, VIT: 51, SPD: 1, LUK: 1, Attack: 132560, Defense: 84070, Current HP: 160, A Avg: 1104224, D Avg: 117697, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 106705 - [000, 107639, 000] - HP: 390, STR: 451, VIT: 62, SPD: 1, LUK: 1, Attack: 132168, Defense: 84081, Current HP: 390, A Avg: 1100959, D Avg: 117713, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 106706 - [000, 107639, 000] - HP: 297, STR: 503, VIT: 41, SPD: 1, LUK: 1, Attack: 132246, Defense: 84060, Current HP: 297, A Avg: 1101609, D Avg: 117683, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 106707 - [000, 107639, 000] - HP: 414, STR: 440, VIT: 76, SPD: 1, LUK: 1, Attack: 132152, Defense: 84095, Current HP: 414, A Avg: 1100826, D Avg: 117732, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 106708 - [000, 107639, 000] - HP: 322, STR: 503, VIT: 31, SPD: 1, LUK: 2, Attack: 132246, Defense: 84050, Current HP: 322, A Avg: 1101609, D Avg: 117669, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 106709 - [000, 107639, 000] - HP: 220, STR: 504, VIT: 72, SPD: 2, LUK: 1, Attack: 132248, Defense: 84091, Current HP: 220, A Avg: 1101625, D Avg: 117727, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106710 - [000, 107639, 000] - HP: 160, STR: 1146, VIT: 31, SPD: 1, LUK: 1, Attack: 133211, Defense: 84050, Current HP: 160, A Avg: 1109647, D Avg: 117669, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 106711 - [000, 107639, 000] - HP: 168, STR: 864, VIT: 141, SPD: 1, LUK: 1, Attack: 132788, Defense: 84160, Current HP: 168, A Avg: 1106124, D Avg: 117823, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 106712 - [000, 107639, 000] - HP: 260, STR: 712, VIT: 72, SPD: 1, LUK: 1, Attack: 132560, Defense: 84091, Current HP: 260, A Avg: 1104224, D Avg: 117727, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 106713 - [000, 107639, 000] - HP: 160, STR: 503, VIT: 31, SPD: 1, LUK: 2, Attack: 132246, Defense: 84050, Current HP: 160, A Avg: 1101609, D Avg: 117669, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 106714 - [000, 107639, 000] - HP: 396, STR: 598, VIT: 245, SPD: 1, LUK: 1, Attack: 132389, Defense: 84264, Current HP: 396, A Avg: 1102800, D Avg: 117969, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 106715 - [000, 107639, 000] - HP: 400, STR: 860, VIT: 31, SPD: 1, LUK: 1, Attack: 132782, Defense: 84050, Current HP: 400, A Avg: 1106074, D Avg: 117669, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 106716 - [000, 107639, 000] - HP: 360, STR: 837, VIT: 353, SPD: 1, LUK: 1, Attack: 132747, Defense: 84372, Current HP: 360, A Avg: 1105782, D Avg: 118120, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 106717 - [000, 107639, 000] - HP: 299, STR: 461, VIT: 76, SPD: 1, LUK: 1, Attack: 132183, Defense: 84095, Current HP: 299, A Avg: 1101084, D Avg: 117732, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 106718 - [000, 107639, 000] - HP: 260, STR: 712, VIT: 72, SPD: 1, LUK: 1, Attack: 132560, Defense: 84091, Current HP: 260, A Avg: 1104224, D Avg: 117727, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 106719 - [000, 107639, 000] - HP: 160, STR: 650, VIT: 31, SPD: 1, LUK: 1, Attack: 132467, Defense: 84050, Current HP: 160, A Avg: 1103450, D Avg: 117669, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 106720 - [000, 107639, 000] - HP: 142, STR: 440, VIT: 47, SPD: 1, LUK: 1, Attack: 132152, Defense: 83975, Current HP: 142, A Avg: 1100826, D Avg: 117564, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106721 - [000, 107639, 000] - HP: 133, STR: 451, VIT: 47, SPD: 1, LUK: 1, Attack: 132168, Defense: 83975, Current HP: 133, A Avg: 1100959, D Avg: 117564, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106722 - [000, 107639, 000] - HP: 203, STR: 440, VIT: 43, SPD: 1, LUK: 1, Attack: 132152, Defense: 83971, Current HP: 203, A Avg: 1100826, D Avg: 117559, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106723 - [000, 107639, 000] - HP: 171, STR: 440, VIT: 43, SPD: 2, LUK: 1, Attack: 132152, Defense: 83971, Current HP: 171, A Avg: 1100826, D Avg: 117559, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106724 - [000, 107639, 000] - HP: 152, STR: 567, VIT: 54, SPD: 2, LUK: 1, Attack: 132342, Defense: 83982, Current HP: 152, A Avg: 1102408, D Avg: 117574, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106725 - [000, 107639, 000] - HP: 133, STR: 451, VIT: 79, SPD: 1, LUK: 1, Attack: 132168, Defense: 84007, Current HP: 133, A Avg: 1100959, D Avg: 117609, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106726 - [000, 107639, 000] - HP: 152, STR: 461, VIT: 54, SPD: 1, LUK: 2, Attack: 132183, Defense: 83982, Current HP: 152, A Avg: 1101084, D Avg: 117574, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106727 - [000, 107639, 000] - HP: 133, STR: 712, VIT: 54, SPD: 1, LUK: 1, Attack: 132560, Defense: 83982, Current HP: 133, A Avg: 1104224, D Avg: 117574, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
